,id,followers,genres,name,popularity
148859,568ZhdwyaiCyOGJRtNYhWf,3821798.0,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']",Deep Purple,72
145111,3HqSLMAZ3g3d5poNaI7GOU,3820336.0,['k-pop'],IU,80
145352,29CQLw9uLWsl8Qkz9holfr,3820120.0,"['boom bap brasileiro', 'brazilian hip hop', 'funk ostentacao']",Racionais MC's,69
142761,762310PdDnwsDxAQxzQkfX,3812693.0,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",Depeche Mode,77
145946,0SfsnGyD8FpIN4U4WCkBZ5,3799329.0,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Armin van Buuren,79
142136,5rSXSAkZ67PYJSvpUpkOr7,3795212.0,"['boy band', 'dance pop']",Backstreet Boys,79
180362,6XFITTl7cFTdopDY3lUdlY,3794605.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",J Alvarez,69
142381,13y7CgLHjMVRMDqxdx0Xdo,3790572.0,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Gucci Mane,83
144564,4RddZ3iHvSpGV4dvATac9X,3783003.0,"['alternative metal', 'modern rock', 'nu metal', 'rap metal', 'rap rock']",Papa Roach,77
144068,5T2I75UlGBcWd5nVyfmL13,3781882.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Mika Singh,65
145957,1RBzGO6Nm3uyhUSxP7EDWO,3780329.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino', 'tropical']",Kevin Roldan,78
147734,6x2LnllRG5uGarZMsD4iO8,3780200.0,"['contemporary country', 'country', 'country road', 'modern country rock']",Thomas Rhett,80
144164,3tJnB0s6c3oXPq1SCCavnd,3779300.0,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",Marco Antonio Solís,77
126843,47uyFQHOD02S0lj9ptRpoB,3768462.0,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Felipe Araújo,69
126561,56oDRnqbIiwx4mymNEv7dS,3764116.0,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",Lizzo,78
143137,6q87vizIEdEN4NvlR6mjfT,3752178.0,"['indonesian alternative rock', 'indonesian indie', 'indonesian pop']",Sheila On 7,67
144502,7c0XG5cIJTrrAgEC3ULPiq,3750804.0,"['pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",Ty Dolla $ign,88
146157,7k73EtZwoPs516ZxE72KsO,3744694.0,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'visual kei']",ONE OK ROCK,73
146046,00me4Ke1LsvMxt5kydlMyU,3734312.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Cosculluela,75
145076,3IW7ScrzXmPvZhB27hmfgy,3730702.0,"['francoton', 'rap marseille']",Jul,82
145075,0ZED1XzwlLHW4ZaG4lOT6m,3721982.0,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Julia Michaels,82
143040,0epOFNiUfyON9EYx7Tpr6V,3707942.0,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",The Strokes,80
144738,7Lmrb6KcIzfkmgbtokjsAL,3707206.0,"['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista']",Mc Don Juan,73
144701,3sgFRtyBnxXD5ESfmbK4dl,3702334.0,"['dance pop', 'edm', 'pop', 'pop rap']",LMFAO,71
145931,4OBJLual30L7gRl5UkeRcT,3701277.0,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",T.I.,79
145072,1Ffb6ejR6Fe5IamqA5oRUF,3699030.0,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",Bring Me The Horizon,82
164564,3Fl1V19tmjt57oBdxXKAjJ,3697236.0,"['cali rap', 'trap']",Blueface,77
145081,3Y7RZ31TRPVadSFVy1o8os,3694184.0,"['alternative r&b', 'dance pop', 'pop', 'r&b']",H.E.R.,81
114528,6T5tfhQCknKG4UnH90qGnz,3680293.0,"['dance pop', 'pop', 'pop rock', 'post-teen pop']",DNCE,71
146031,6LnJKrtFnTEGdbWQ2riWCL,3675799.0,"['turkish hip hop', 'turkish trap']",Ezhel,76
142841,49bzE5vRBRIota4qeHtQM8,3672637.0,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock']",Skillet,77
122021,3iOvXCl6edW5Um0fXEBRXy,3668730.0,"['downtempo', 'dream pop', 'indietronica']",The xx,71
144652,7xeM7V59cA1X8GKyKKQV87,3659598.0,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",Sin Bandera,73
125174,6AgTAQt8XS6jRWi4sX7w49,3657199.0,['chicago rap'],Polo G,91
146896,00XhexlJEXQstHimpZN910,3652927.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Brytiago,80
145139,3FUY2gzHeIiaesXtOAdB7A,3650908.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",Train,78
144535,4uoz4FUMvpeyGClFTTDBsD,3647606.0,"['latin', 'latin pop', 'tropical']",Ricardo Montaner,74
116800,4qFxP3qN9GsnZDOkAE6x2m,3637465.0,"['opm', 'pinoy pop punk']",December Avenue,66
144593,4D75GcNG95ebPtNvoNVXhz,3628074.0,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",Afrojack,79
141810,5M9Bb4adKAgrOFOhc05Y50,3619972.0,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']",Pablo Alborán,79
147756,5IcR3N7QB1j6KBL8eImZ8m,3619604.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",ScHoolboy Q,78
17540,6IDsZZ4IHgs9VblBgQQSmt,3617747.0,['indonesian pop'],Andmesh,63
144166,0XATRDCYuuGhk0oE7C0o5G,3617556.0,"['k-pop', 'k-pop girl group']",MAMAMOO,73
111367,2jku7tDXc6XoB6MO2hFuqg,3615910.0,"['canadian hip hop', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",Tory Lanez,84
142141,4mN0qcMxWX8oToqfDPM5yV,3609847.0,"['bolero', 'cancion melodica', 'latin pop', 'ranchera']",José José,77
146899,4AVFqumd2ogHFlRbKIjp1t,3600013.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",Alesso,79
145117,4lxfqrEsLX6N1N4OCSkILp,3595656.0,"['mellow gold', 'rock drums', 'soft rock']",Phil Collins,80
145158,7CUFPNi1TU8RowpnFRSsZV,3588635.0,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",Niska,75
146060,4boI7bJtmB1L3b1cuL75Zr,3559655.0,"['latin', 'latin alternative', 'latin pop']",Mon Laferte,75
128091,4PULA4EFzYTrxYvOVlwpiQ,3558210.0,"['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop', 'punjabi pop']",Sidhu Moose Wala,70
144575,6roFdX1y5BYSbp60OTJWMd,3556120.0,"['contemporary country', 'country', 'country road']",Tim McGraw,77
118164,4Ga1P7PMIsmqEZqhYZQgDo,3555694.0,"['melodic rap', 'rap', 'trap']",Lil Tecca,82
144133,7tU1VKOuxiNZwBZC6RHidA,3543932.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Alexis y Fido,68
123084,5zctI4wO9XSKS8XwcnqEHk,3540941.0,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",Lil Mosey,83
146889,77AiFEVeAVj2ORpC85QVJs,3538089.0,"['dance pop', 'edm', 'electro house', 'pop dance', 'tropical house']",Steve Aoki,80
146045,09U6hmCerKcIJrixubiBjm,3532908.0,"['rap baiano', 'trap baiano', 'trap brasileiro']",Pineapple StormTv,75
146033,6ZLTlhejhndI4Rh53vYhrY,3516735.0,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",Ozzy Osbourne,76
146056,7HkdQ0gt53LP4zmHsL0nap,3516095.0,"['dance pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",Ella Mai,75
142131,2RdwBSPQiwcmiDo9kixcl8,3511514.0,['pop rap'],Pharrell Williams,82
142140,0rvjqX7ttXeg3mTy8Xscbt,3509186.0,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",Journey,77
56327,3Nipsl6GVwwGyeAk0J29C6,3492917.0,"['funk carioca', 'funk ostentacao', 'funk paulista']",MC G15,59
145152,49tQo2QULno7gxHutgccqF,3472299.0,"['la pop', 'pop', 'post-teen pop']",LANY,77
144274,5nCi3BB41mBaMH9gfr6Su0,3465870.0,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",fun.,72
143564,4STHEaNw4mPZ2tzheohgXB,3462408.0,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",Paul McCartney,75
145956,74KM79TiuVKeVCqs8QtB0B,3459350.0,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Sabrina Carpenter,78
126277,5BtHciL0e0zOP7prIHn3pP,3452237.0,"['alternative metal', 'nu metal', 'post-grunge']",Breaking Benjamin,75
144168,7mnBLXK823vNxN3UWB7Gfz,3443667.0,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",The Black Keys,76
145058,5JXhkyafynxCvxtov7C1PV,3425756.0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",Bruno & Marrone,81
146034,2ysnwxxNtSgbb9t1m2Ur4j,3421047.0,"['folk-pop', 'modern rock', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock']",George Ezra,76
145162,5dbaLmK5SHLLg8Z4CcTJpX,3419685.0,"['colombian pop', 'latin', 'latin pop', 'r&b en espanol', 'reggaeton', 'reggaeton colombiano', 'trap latino']",Greeicy,75
144342,4TnGh5PKbSjpYqpIdlW5nz,3418071.0,"['k-pop', 'k-pop boy group']",Monsta X,71
142130,3Isy6kedDrgPYoTS1dazA9,3411549.0,"['dance pop', 'dancehall', 'pop', 'pop rap']",Sean Paul,83
111375,6BrvowZBreEkXzJQMpL174,3411261.0,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",Hardwell,71
144656,70B80Lwx2sxti0M1Ng9e8K,3409497.0,"['chutney', 'classic bollywood', 'desi pop', 'filmi', 'sufi']",Udit Narayan,72
168557,1jSjfSgDjedJdi5MoyRu78,3407354.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Lary Over,71
142272,4EnEZVjo3w1cwcQYePccay,3406294.0,"['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",N.W.A.,70
147738,6zFYqv1mOsgBRQbae3JJ9e,3403694.0,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Billy Joel,80
144609,5Vo1hnCRmCM6M4thZCInCj,3399308.0,"['anime rock', 'j-pop']",Official HIGE DANdism,75
147767,3grHWM9bx2E9vwJCdlRv9O,3383854.0,"['contemporary country', 'country', 'country road']",Kenny Chesney,77
146872,6w3SkAHYPsQ1bxV7VDlG5y,3380762.0,"['argentine hip hop', 'latin', 'latin pop', 'rap latina', 'reggaeton', 'trap argentino', 'trap latino']",Cazzu,80
145180,6IdtcAwaNVAggwd6sCKgTI,3376388.0,"['latin alternative', 'latin rock', 'mexican rock', 'morelos indie', 'rock en espanol']",Zoé,75
145133,085pc2PYOi8bGKj0PNjekA,3372700.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",will.i.am,78
144150,6TIYQ3jFPwQSRmorSezPxX,3370875.0,"['ohio hip hop', 'pop rap']",Machine Gun Kelly,88
144546,360IAlyVv4PCEVjgyMZrxK,3367080.0,"['dance pop', 'hip hop', 'pop', 'r&b', 'urban contemporary']",Miguel,82
142334,70cRZdQywnSFp9pnc2WTCE,3354252.0,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",Simon & Garfunkel,76
143035,0NbfKEOTQCcwd6o7wSDOHI,3354101.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",The Game,76
144184,4MVyzYMgTwdP7Z49wAZHx0,3341159.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",Lynyrd Skynyrd,76
142171,1Y2FwScblyMxpLTrNdfwyU,3340685.0,['turkish folk'],Ahmet Kaya,68
203366,0KPX4Ucy9dk82uj4GpKesn,3338975.0,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",Dalex,84
143471,7nU4hB040gTmHm45YYMvqc,3334448.0,"['dance pop', 'pop', 'post-teen pop', 'social media pop']",Hannah Montana,69
101133,0ghlgldX5Dd6720Q3qFyQB,3334132.0,"['k-pop', 'k-pop boy group']",TOMORROW X TOGETHER,76
145145,4EzkuveR9pLvDVFNx6foYD,3323655.0,"['modern rock', 'neo mellow', 'pop', 'pop rock']",James Bay,77
144631,5xYNmNkaWRqu3e5F4UXME8,3315445.0,"['banda', 'corrido', 'deep regional mexican', 'nuevo regional mexicano', 'regional mexican']",Alfredo Olivas,74
145191,0zOcE3mg9nS6l3yxt1Y0bK,3287667.0,"['neo mellow', 'piano rock', 'pop', 'pop rock']",The Fray,74
105760,4npEfmQ6YuiwW1GpUmaq3F,3284229.0,"['dance pop', 'pop']",Ava Max,86
146883,3oSJ7TBVCWMDMiYjXNiCKE,3281503.0,"['contemporary country', 'country', 'country road']",Kane Brown,80
143308,1Yox196W7bzVNZI7RBaPnf,3280542.0,"['album rock', 'alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",Megadeth,72
144980,14D0I0RYqvIorkPL2EWoQh,3275747.0,"['funk carioca', 'funk ostentacao']",MC WM,65
103890,2ZXnTEyYopSLCDiz5Z0XIf,3272979.0,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']",MC Kekel,62
143045,23wEWD21D4TPYiJugoXmYb,3270257.0,"['dance pop', 'latin', 'latin pop', 'mexican pop']",Thalia,74
145175,40Yq4vzPs9VNUrIBG5Jr2i,3264309.0,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",The Smashing Pumpkins,75
144169,6Ha4aES39QiVjR0L2lwuwq,3261746.0,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Yo Gotti,75
145413,1h6Cn3P4NGzXbaXidqURXs,3260103.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",Swedish House Mafia,70
93026,2ayNSoKPCRAfjp6hQ76hRu,3247982.0,"['latin', 'latin pop', 'pop reggaeton', 'pop venezolano', 'reggaeton', 'trap latino', 'tropical']",Nacho,71
145184,64tNsm6TnZe2zpcMVMOoHL,3243012.0,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",Alice In Chains,75
122463,6ydoSd3N2mwgwBHtF6K7eX,3240686.0,"['indie cafe pop', 'pop', 'viral pop']",Calum Scott,76
143837,2WX2uTcsvV5OnS0inACecP,3239060.0,"['indie cafe pop', 'pop', 'pop rock']",Birdy,75
161051,6E2st8OqIaS7PU5gj95FSE,3237109.0,"['brazilian edm', 'brazilian hip hop', 'pop rap brasileiro', 'trap brasileiro']",1Kilo,64
147761,0UWZUmn7sybxMCqrw9tGa7,3235387.0,"['colombian pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'rock en espanol', 'tropical']",Juanes,78
143832,32WkQRZEVKSzVAAYqukAEA,3234709.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",Lady A,74
144819,2iDVt6mFbtbDEZG5ax0dTi,3232907.0,"['indonesian jazz', 'indonesian pop']",Tulus,69
144603,2VYQTNDsvvKN9wmU5W7xpj,3226374.0,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']",Marilyn Manson,74
142340,2ziB7fzrXBoh1HUPS6sVFn,3224893.0,"['alternative metal', 'alternative rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",Audioslave,72
228691,4DAcJXcjX0zlQAZAPAx4Zb,3216163.0,['opm'],Ben&Ben,73
145054,3aQeKQSyrW4qWr35idm0cy,3209591.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",T-Pain,82
144920,06QVnTCdjs4jPKO0487EGV,3205166.0,"['indonesian folk pop', 'indonesian indie', 'indonesian pop', 'indonesian pop punk']",Fiersa Besari,67
146862,1HBjj22wzbscIZ9sEb5dyf,3203328.0,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance']",Jonas Blue,80
126415,4sbXXFzEWJY2zsZjelerjX,3198207.0,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",Dadju,76
105781,6tzRZ39aZlNqlUzQlkuhDV,3198108.0,"['dance pop', 'funk carioca', 'funk pop', 'pop', 'pop lgbtq+ brasileira', 'pop nacional']",Pabllo Vittar,74
126493,4HF14RSTZQcEafvfPCFEpI,3196365.0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",Cristiano Araújo,64
144596,0cc6vw3VN8YlIcvr1v7tBL,3195837.0,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",Mötley Crüe,75
145527,14pVkFUHDL207LzLHtSA18,3182520.0,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'wrestling']",Pantera,72
144619,2RTUTCvo6onsAnheUk3aL9,3178374.0,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",3 Doors Down,74
145125,7gP3bB2nilZXLfPHJhMdvc,3163993.0,"['indie pop', 'indietronica', 'modern rock', 'pop', 'rock']",Foster The People,78
144717,7pFeBzX627ff0VnN6bxPR4,3163608.0,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']",Desiigner,71
144762,4K6blSRoklNdpw4mzLxwfn,3158163.0,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Kumar Sanu,68
144654,6H1RjVyNruCmrBEWRbD0VZ,3150061.0,"['album rock', 'hard rock', 'nwobhm', 'rock']",Def Leppard,73
145110,5aIqB5nVVvmFsvSdExz408,3149269.0,"['baroque', 'classical', 'early music', 'german baroque']",Johann Sebastian Bach,81
142386,5gOJTI4TusSENizxhcG7jB,3149237.0,"['latin', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock', 'tropical']",David Bisbal,75
143048,4dwdTW1Lfiq0cM8nBAqIIz,3143531.0,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Of Monsters and Men,73
146857,4YLtscXsxbVgi031ovDDdh,3139913.0,"['contemporary country', 'outlaw country']",Chris Stapleton,81
144674,1X6ORK7IekgmyjV6IFPszP,3139302.0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",Gustavo Mioto,71
143816,1VPmR4DJC1PlOtd0IADAO0,3138167.0,"['dark trap', 'new orleans rap', 'underground hip hop']",$uicideboy$,85
145041,4Uc8Dsxct0oMqx0P6i60ea,3130403.0,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",Conan Gray,83
146873,3GBPw9NK25X1Wt2OUvOwY3,3123799.0,['neo mellow'],Jack Johnson,80
142036,0sSxphmGskGCKlwB9xa6WU,3111984.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Himesh Reshammiya,63
143027,7bu3H8JO7d0UbMoVzbo70s,3109709.0,"['new wave', 'permanent wave', 'rock']",The Cure,78
146021,3oDbviiivRWhXwIE8hxkVV,3084545.0,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,76
145169,1oSgjdbgLYULVmEBojPRw8,3082871.0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",Fernando & Sorocaba,75
469843,2hlmm7s2ICUX0LVIhVFlZQ,3071007.0,"['atl hip hop', 'melodic rap', 'rap', 'trap']",Gunna,90
143131,7B4hKK0S9QYnaoqa9OuwgX,3070127.0,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",Eazy-E,67
144560,2wkoKEfS6dXwThbyTnZWFU,3069991.0,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']",Mau y Ricky,77
147760,4sTQVOfp9vEMCemLw50sbu,3068664.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,78
147775,67nwj3Y5sZQLl72VNUHEYE,3066086.0,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",Wale,77
144887,4cMwyqmHCwJjRZ3frIVHTr,3063201.0,['arabesk'],Müslüm Gürses,68
144178,19ra5tSw0tWufvUp8GotLo,3061467.0,['soft rock'],George Michael,76
147740,3uwAm6vQy7kWPS2bciKWx9,3061281.0,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie']",girl in red,80
146138,49EE6lVLgU8sp7dFgPshgM,3058829.0,"['banda', 'corrido', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",La Adictiva Banda San José de Mesillas,73
144643,1wGIhYkKWSq4yACtTkCkSX,3058012.0,"['rap conciencia', 'venezuelan hip hop']",Canserbero,74
145187,0qT79UgT5tY4yudH9VfsdT,3035408.0,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk']",Sum 41,74
122654,5Lv2GUVwqmQBPwrTrxucE5,3035256.0,"['forro', 'piseiro']",Os Barões Da Pisadinha,86
146011,5nGIFgo0shDenQYSE0Sn7c,3025719.0,['alternative metal'],Evanescence,76
283202,48eO052eSDcn8aTxiv6QaG,3017706.0,"['k-pop', 'k-pop boy group']",NCT,65
145141,73jBynjsVtofjRpdpRAJGk,3001982.0,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",Dimitri Vegas & Like Mike,77
143843,26AHtbjWKiwYzsoGoUZq53,3001787.0,['a cappella'],Pentatonix,72
147770,5DUlefCLzVRzNWaNURTFpK,2999689.0,"['champeta', 'colombian pop', 'electro latino', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'tropical']",Cali Y El Dandee,77
144828,1A5QJAC1vdhbhPE25Q0x0f,2991703.0,"['brazilian hip hop', 'brazilian reggae', 'brazilian rock', 'latin alternative', 'rock nacional brasileiro']",O Rappa,69
144649,2AM4ilv6UzW0uMRuqKtDgN,2985004.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",ZZ Top,73
146177,5kVZa4lFUmAQlBogl1fkd6,2981721.0,"['j-acoustic', 'j-pop']",Aimyon,73
144665,1gBUSTR3TyDdTVFIaQnc02,2976964.0,"['k-pop', 'k-pop boy group']",NCT DREAM,71
145523,6cnl6Jz97730GUS8zEAK77,2971946.0,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Los Plebes del Rancho de Ariel Camacho,72
144707,5xUf6j4upBrXZPg6AI4MRK,2968518.0,"['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'rock']",Soundgarden,71
144160,0ErzCpIMyLcjPiwT4elrtZ,2968477.0,"['memphis hip hop', 'trap']",NLE Choppa,81
145416,5qRSs6mvI17zrkJpOHkCoM,2965837.0,"['k-pop', 'k-pop boy group']",iKON,70
143024,4LEiUm1SRbFMgfqnQTwUbQ,2959378.0,"['eau claire indie', 'indie folk', 'melancholia']",Bon Iver,80
144712,3whuHq0yGx60atvA2RCVRW,2954220.0,"['dance pop', 'europop', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",Olly Murs,71
145505,0RqtSIYZmd4fiBKVFqyIqD,2953230.0,"['modern rock', 'pop punk', 'post-grunge', 'rock']",Thirty Seconds To Mars,72
147763,2IvkS5MXK0vPGnwyJsrEyV,2951894.0,"['contemporary country', 'country', 'country road']",Eric Church,78
126413,5bWUlnPx9OYKsLiUJrhCA1,2948083.0,"['reggaeton', 'reggaeton flow', 'trap latino']",Jon Z,76
143561,7H55rcKCfwqkyDFH9wpKM6,2946853.0,"['dance pop', 'indie cafe pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",Christina Perri,75
143039,74cb3MG0x0BOnYNW1uXYnM,2938395.0,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",Hillsong UNITED,75
145417,1SJOL9HJ08YOn92lFcYf8a,2938344.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi', 'tamil pop']",Shankar Mahadevan,70
144162,21WS9wngs9AqFckK7yYJPM,2938218.0,"['melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",PnB Rock,78
147771,4KWTAlx2RvbpseOGMEmROg,2936929.0,"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']",R.E.M.,77
126278,70BYFdaZbEKbeauJ670ysI,2935387.0,"['alternative metal', 'nu metal', 'post-grunge']",Shinedown,75
142765,5GnnSrwNCGyfAU4zuIytiS,2930071.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Mohit Chauhan,72
143913,6CXEwIaXYfVJ84biCxqc9k,2928985.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Vishal Dadlani,70
145107,7pbDxGE6nQSZVfiFdq9lOL,2922117.0,"['bedroom pop', 'pop']",Rex Orange County,81
145098,2HPaUgqeutzr3jx5a9WyDV,2921372.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",PARTYNEXTDOOR,81
126470,5dHt1vcEm9qb8fCyLcB3HL,2921189.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",A$AP Ferg,79
146859,2kRfqPViCqYdSGhYSM9R0Q,2916379.0,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Madison Beer,81
93785,0vjeBgTzYTwmYoVySJzXGD,2915930.0,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Virlan Garcia,69
144620,6sCbFbEjbYepqswM1vWjjs,2914467.0,"['dance pop', 'pop', 'post-teen pop']",Zendaya,74
145530,4NEYQeEYBUjfaXgDQGvFvu,2913821.0,"['latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']",Franco De Vita,72
144559,3SgHzT552wy2W8pNLaLk24,2911434.0,"['ccm', 'christian music', 'russian ccm', 'world worship', 'worship']",Hillsong Worship,77
145147,5H1nN1SzW0qNeUEZvuXjAj,2901972.0,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino', 'tropical']",Danny Ocean,77
146023,0GOx72r5AAEKRGQFn3xqXK,2894655.0,"['francoton', 'french hip hop', 'french pop', 'rap conscient']",GIMS,76
