,id,followers,genres,name,popularity
144171,6mdiAmATAx73kdxrNrnlao,6256713.0,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",Iron Maiden,76
145040,5me0Irg2ANcsgc93uaYrpb,6231783.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",The Notorious B.I.G.,83
115492,5cj0lLjcoR7YOSnhnX0Po5,6208117.0,"['dance pop', 'pop', 'pop rap']",Doja Cat,91
144512,5LHRHt1k9lMyONurDHEdrp,6200496.0,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Tyga,86
145049,738wLrAtLtCtFOLvQBXOXp,6182686.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",Major Lazer,82
146865,3MHaV05u0io8fQbZ2XPtlC,6172304.0,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",Prince Royce,80
144552,2DaxqgrOhkeH0fpeiQq2f4,6144580.0,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",Oasis,80
143747,0jD7VeE1m2SdHbOWeCtB9l,6140129.0,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Naiara Azevedo,65
144157,3nFkdlSjzX9mRTtwJOzDYB,6126502.0,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",JAY-Z,87
142834,4V8LLVI7PbaPR0K2TGSxFF,6122508.0,"['hip hop', 'rap']","Tyler, The Creator",85
579858,50co4Is1HCEo8bhOyUWKpn,6110874.0,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",Young Thug,91
144746,2FKWNmZWDBZR4dE5KX4plR,6104476.0,"['desi pop', 'filmi', 'modern bollywood', 'punjabi pop']",Diljit Dosanjh,69
145556,7me0S5Z40qVWj3gzyK8aC3,6073531.0,"['funk carioca', 'funk ostentacao', 'funk paulista']",Mc Livinho,70
123628,6Xgp2XMz1fhVYe7i6yNAax,6061334.0,"['melodic rap', 'rap', 'trap']",Trippie Redd,87
142132,4Z8W4fKeB5YxbusRsdQVPb,6049256.0,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",Radiohead,81
145057,1l7ZsJRRS8wlW3WfJfPfNS,6040252.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",Christina Aguilera,82
144163,3gd8FJtBJtkRxdfbTu19U2,6028041.0,"['modern folk rock', 'modern rock', 'stomp and holler', 'uk americana']",Mumford & Sons,77
145065,21E3waRsmPlU7jZsS13rcj,6005768.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Ne-Yo,82
126659,757aE44tKEUQEqRuT6GnEB,5988689.0,"['melodic rap', 'rap', 'trap']",Roddy Ricch,88
145941,4phGZZrJZRo4ElhRtViYdl,5961911.0,"['acoustic pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",Jason Mraz,79
145074,0QHgL1lAIqAw0HtD7YldmP,5948955.0,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",DJ Khaled,82
145105,0C0XlULifJtAgn6ZNCW2eu,5944237.0,"['dance rock', 'modern rock', 'permanent wave', 'rock']",The Killers,81
147729,74XFHRwlV6OrjEM0A2NCMF,5921571.0,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",Paramore,81
143813,77SW9BnxLY8rJ0RciFqkHh,5906677.0,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",The Neighbourhood,86
142139,7slfeZO9LsJbWgpkIoXBUJ,5843491.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop', 'tropical']",Ricky Martin,78
164565,1cNDP5yjU5vjeR8qMf4grg,5842366.0,"['melodic rap', 'trap']",YNW Melly,82
866341,0b1sIQumIAsNbqAoIClSpy,5837700.0,"['k-pop', 'k-rap']",j-hope,67
145113,7FBcuc1gsnv6Y1nwFtNRCb,5829065.0,"['emo', 'pop punk']",My Chemical Romance,80
147777,22WZ7M8sxp5THdruNY3gXt,5803982.0,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']",The Doors,77
145811,1GDbiv3spRmZ1XdM1jQbT7,5803207.0,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino', 'tropical']",Natti Natasha,83
973734,2iojnBLj0qIMiKPvVhLnsH,5758012.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'trap', 'urban contemporary']",Trey Songz,77
147733,6wWVKhxIU2cEi0K81v7HvP,5750041.0,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']",Rammstein,80
143548,4LLpKhyESsyAXpc4laK94U,5744628.0,"['hip hop', 'pittsburgh rap', 'rap']",Mac Miller,87
144188,07XSN3sPlIlB2L2XNcTwJw,5744191.0,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",KISS,76
145250,0rZRTXEmmPmx6gt92tBqIc,5734698.0,['opm'],Moira Dela Torre,73
145255,7uIbLdzzSEqnX0Pkrb56cR,5726009.0,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood', 'sufi']",Yo Yo Honey Singh,73
143031,1UTPBmNbXNTittyMJrNkvw,5719261.0,"['contemporary country', 'country', 'country road', 'oklahoma country']",Blake Shelton,77
111144,0vR2qb8m9WHeZ5ByCbimq2,5675082.0,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",Reik,83
396810,31W5EY0aAly4Qieq6OFu6I,5634088.0,"['melodic rap', 'pop rap', 'rap', 'trap']",A Boogie Wit da Hoodie,86
143253,5y2Xq6xcjJb2jVM54GHK3t,5610565.0,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",John Legend,83
142378,1yxSLGMDHlW21z4YXirZDS,5594057.0,"['dance pop', 'pop', 'pop rap']",Black Eyed Peas,86
146026,1sPg5EHuQXTMElpZ4iUgXe,5581646.0,"['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop']",ANAVITÓRIA,76
145060,6DPYiyq5kWVQS4RGwxzPC7,5573285.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Dr. Dre,82
265535,3WGpXCj9YhhfX11TToZcXP,5559114.0,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Troye Sivan,79
145085,0LcJLqbBmaGUft1e9Mm8HV,5558002.0,"['europop', 'swedish pop']",ABBA,81
145143,1moxjboGR7GNWYIMWsRjgG,5539543.0,"['baroque pop', 'pop', 'uk alternative pop']",Florence + The Machine,77
144510,2o5jDhtHVPhrJdv3cEQ99Z,5527032.0,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",Tiësto,87
142255,7An4yvF7hDYDolN4m5zKBp,5474588.0,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo,77
146022,5yG7ZAZafVaAlMTeBybKAL,5459434.0,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",Iggy Azalea,76
145099,2qxJFvFYMEDqd7ui6kSAcq,5426936.0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Zedd,81
145087,4wLXwxDeWQ8mtUIRPxGiD6,5403982.0,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",Marc Anthony,81
146864,43ZHCT0cAZBISjO8DG9PnE,5319897.0,"['adult standards', 'rock-and-roll', 'rockabilly']",Elvis Presley,80
148874,3eDT9fwXKuHWFvgZaaYC5v,5313646.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Sunidhi Chauhan,71
115495,6fOMl44jA4Sp5b9PpYCkzz,5312500.0,"['hip hop', 'pop rap', 'rap']",NF,88
145037,4xRYI6VqpkE3UwrDrAZL8L,5302006.0,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",Logic,83
142077,5M52tdBnJaKSvOpJGz8mfZ,5281025.0,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",Black Sabbath,76
144524,1anyVhU62p31KFi8MEzkbf,5268258.0,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",Chance the Rapper,85
144901,0E02VcvA5p1ndkLdqWD5JB,5267586.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Ankit Tiwari,67
143254,33ScadVnbm2X8kkUqOkC6Z,5261340.0,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'tropical']",Don Omar,83
145090,21451j1KhjAiaYKflxBjr1,5258560.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Zion & Lennox,81
144427,2auC28zjQyVTsiZKNgPRGs,5242009.0,['k-rap'],RM,69
142253,2MRBDr0crHWE5JwPceFncq,5240092.0,"['cancion melodica', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']",Juan Gabriel,78
143554,5a2EaR3hamoenG9rDuVn8j,5205880.0,"['funk', 'funk rock', 'minneapolis sound', 'motown', 'synth funk']",Prince,76
143313,1dVygo6tRFXC8CSWURQJq2,5204081.0,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Sonu Nigam,72
145270,3qvcCP2J0fWi0m0uQDUf6r,5200845.0,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Luan Santana,73
143258,7gOdHgIoIKoe4i9Tta6qdD,5149142.0,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",Jonas Brothers,80
111359,1z4g3DjTBBZKhvAroFlhOM,5142697.0,"['k-pop', 'k-pop girl group']",Red Velvet,76
126562,7nqOGRxlXj7N2JYbgNEjYH,5087427.0,"['k-pop', 'k-pop boy group']",SEVENTEEN,76
144505,7tYKF4w9nC0nq9CsPZTHyP,5082658.0,"['pop', 'pop rap', 'r&b']",SZA,88
112978,0eDvMgVFoNV3TpwtrVCoTj,5076597.0,['brooklyn drill'],Pop Smoke,92
146903,7FsRH5bw8iWpSbMX1G7xf1,5066723.0,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",Joan Sebastian,79
147746,5sUrlPAHlS9NEirDB8SEbF,5034748.0,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",Alejandro Sanz,79
144590,6deZN1bslXzeGvOLaLMOIF,5031348.0,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",Nickelback,79
142582,5xd2Tg7Zo8755eCy8Gxkp8,5016543.0,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",Ha*Ash,75
145809,0hEurMDQu99nJRq8pTxO14,5013203.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,83
115491,7iK8PXO48WeuP03g8YR51W,5001808.0,['trap latino'],Myke Towers,95
147769,74ASZWbe4lXaubB36ztrGX,4982427.0,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",Bob Dylan,77
283477,20sxb77xiYeusSH8cVdatc,4968247.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Meek Mill,81
146867,6tbjWDEIzxoDsBA1FuhfPW,4965982.0,"['dance pop', 'europop', 'pop']",Madonna,80
146868,4jogXSSvlyMkODGSZ2wc2P,4959618.0,"['corrido', 'nuevo regional mexicano', 'regional mexican']",Calibre 50,80
145160,2NdeV5rLm47xAvogXrYhJX,4958139.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",Ciara,75
145104,3KV3p5EY4AvKxOlhGHORLg,4956441.0,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",Jeremih,81
145077,0eHQ9o50hj6ZDNBt6Ys1sD,4947457.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Yandel,81
126421,2zGf6lwQ9PxXdoeo5XXP2K,4946100.0,"['brazilian hip hop', 'pop nacional']",Projota,70
147741,7guDJrEfX3qb6FEbdPA5qi,4919372.0,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']",Stevie Wonder,80
145024,0VRj0yCOv2FXJNP47XQnx5,4885577.0,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Quavo,85
142257,776Uo845nYHJpNaStv1Ds4,4869339.0,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",Jimi Hendrix,76
539617,3mIj9lX2MWuHmhNCA7LSCW,4865318.0,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'post-teen pop', 'rock']",The 1975,80
144190,57WHJIHrjOE3iAxpihhMnp,4860749.0,"['pop', 'post-teen pop']",Louis Tomlinson,75
145042,5INjqkS1o8h1imAzPqGZBb,4839789.0,"['australian psych', 'neo-psychedelic']",Tame Impala,83
145100,2EMAnMvWE2eb56ToJVfCWs,4821083.0,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",Bryson Tiller,81
142758,02kJSzxNuaWGqwubyUba0Z,4816750.0,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",G-Eazy,83
143552,0MInKJqZscEeNc5K3K0mkE,4805578.0,"['funk carioca', 'pop nacional', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",Simone & Simaria,73
93288,6w9ToX5slZ4uIdmD17hJ3c,4796022.0,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Bryant Myers,82
145259,6nfDaffa50mKtEOwR8g4df,4790601.0,"['k-pop', 'k-pop boy group']",GOT7,73
144175,4J13m9IZh03PEhoxAxRhXO,4776151.0,"['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Gerardo Ortiz,76
142142,1on7ZQ2pvgeQF4vmIA09x5,4766540.0,"['brazilian rock', 'hard rock brasileiro', 'rock alternativo brasileiro', 'rock nacional brasileiro']",Charlie Brown Jr.,76
145818,1Y8cdNmUJH7yBTd9yOvr5i,4764532.0,"['dance pop', 'girl group', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",Destiny's Child,75
126464,718COspgdWOnwOFpJHRZHS,4755356.0,['contemporary country'],Luke Combs,85
142138,4S9EykWXhStSc15wEx8QFK,4749361.0,"['canadian pop', 'dance pop']",Céline Dion,78
142682,5t28BP42x2axFnqOOMg3CM,4749326.0,"['alternative metal', 'groove metal', 'nu metal']",Five Finger Death Punch,79
142681,1sBkRIssrMs1AbVkOJbc7a,4748156.0,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rick Ross,84
259376,0fA0VVWsXO9YnASrzqfmYu,4746873.0,"['hip hop', 'ohio hip hop', 'rap']",Kid Cudi,87
143604,3OLGltG8UPIea8sA4w0yg0,4744217.0,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",Rahat Fateh Ali Khan,69
146886,3EiLUeyEcA6fbRPSHkG5kb,4738638.0,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",De La Ghetto,80
146875,7EQ0qTo7fWT7DPxmxtSYEc,4707811.0,"['metropopolis', 'modern rock', 'pop', 'pop rock', 'tropical house']",Bastille,80
147776,1mX1TWKpNxDSAH16LgDfiR,4698486.0,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop']",Jesse & Joy,77
143025,3TOqt5oJwL9BE2NG9MEwDa,4685829.0,"['alternative metal', 'nu metal', 'rap metal']",Disturbed,79
146877,7d3WFRME3vBY2cgoP38RDo,4679716.0,"['melodic rap', 'pop rap', 'rap', 'trap']",Lil Skies,80
147743,1Mxqyy3pSjf8kZZL4QVxS0,4677919.0,"['adult standards', 'easy listening', 'lounge']",Frank Sinatra,79
147737,2qk9voo8llSGYcZ6xrBzKx,4672487.0,"['modern rock', 'rock']",Kings of Leon,80
145177,1JbemQ1fPt2YmSLjAFhPBv,4670177.0,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",Chayanne,75
89128,7ltDVBr6mKbRvohxheJ9h1,4667979.0,['r&b en espanol'],ROSALÍA,85
142134,6kACVPfCOnqzgfEF5ryl0x,4615328.0,"['arkansas country', 'outlaw country']",Johnny Cash,79
142254,0nmQIMXWTXfhgOBdNzhGOs,4606565.0,"['alternative metal', 'nu metal']",Avenged Sevenfold,78
143549,4yiQZ8tQPux8cPriYMWUFP,4606057.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",Gwen Stefani,78
145063,2FXC3k01G6Gw61bmprjgqS,4602616.0,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier,82
123632,699OTQXzgjhIYAHMy9RyPD,4576430.0,"['atl hip hop', 'rap', 'trap']",Playboi Carti,84
6431,7jVv8c5Fj3E9VhNjxT4snq,4562300.0,"['country rap', 'lgbtq+ hip hop', 'pop rap', 'queer country']",Lil Nas X,89
145078,0cGUm45nv7Z6M6qdXYQGTX,4551214.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Kehlani,81
151849,6sFIWsNpZYqfjUpaCgueju,4546434.0,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",Carly Rae Jepsen,76
146013,3RNrq3jvMZxD9ZyoOZbQOD,4535142.0,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']",Korn,76
142333,0WwSkZ7LtFUFjGjMZBMt6T,4529973.0,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",Dire Straits,79
143260,4PPoI9LuYeFX8V674Z1R6l,4523390.0,"['mariachi', 'ranchera']",Vicente Fernández,77
121529,4xFUf1FHVy696Q1JQZMTRj,4522708.0,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",Carrie Underwood,75
145189,6uYrXgVHctAJtIdSODcyLJ,4505289.0,"['mpb', 'nova mpb', 'pop nacional']",Melim,74
145132,1GxkXlMwML1oSg5eLPiAz3,4498944.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",Michael Bublé,78
352170,3FfvYsEGaIb52QPXhg4DcH,4493811.0,"['contemporary country', 'country', 'country road']",Jason Aldean,79
145942,1qto4hHid1P71emI6Fd8xi,4490658.0,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",Aventura,79
143226,4M1FpEWs2PeYfJe7xxJfhH,4474474.0,['glam rock'],Freddie Mercury,64
100158,5RmQ8k4l3HZ8JoPb4mNsML,4472732.0,['k-rap'],Agust D,72
144554,3RtNN1VnooWEn3KQk03DUL,4456033.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Noriel,77
144489,1mcTU81TzQhprhouKaTkpq,4438013.0,"['puerto rican pop', 'trap latino']",Rauw Alejandro,93
142260,64d1rUxfizSAOE9UbMnUZd,4434582.0,['turkish pop'],Sezen Aksu,73
145960,2xiIXseIJcq3nG7C8fHeBj,4426078.0,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",Three Days Grace,78
145036,5ZS223C6JyBfXasXxrRqOk,4418323.0,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']",Jhené Aiko,83
143046,3r17AfJCCUqC9Lf0OAc73G,4386273.0,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",Fergie,74
144566,3Mcii5XWf6E0lrY3Uky4cA,4384049.0,"['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']",Ice Cube,77
144182,7gAppWoH7pcYmphCVTXkzs,4376485.0,"['boy band', 'dance pop', 'pop', 'post-teen pop']",The Vamps,76
123083,3MZsBdqDrRTJihTHQrO6Dq,4370727.0,"['alternative r&b', 'viral pop']",Joji,85
146035,27T030eWyCQRmDyuvr1kxY,4366207.0,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",Scorpions,76
145945,0ZCO8oVkMj897cKgFH7fRW,4364742.0,"['gruperas inmortales', 'nu-cumbia', 'regional mexican']",Los Ángeles Azules,79
143818,1wZtkThiXbVNtj6hee6dz9,4358079.0,"['electro latino', 'latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",Wisin & Yandel,84
146037,4vhNDa5ycK0ST968ek7kRr,4349020.0,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",Carlos Vives,76
283802,2dIgFjalVxs4ThymZ67YCE,4344654.0,"['k-pop', 'k-pop boy group']",Stray Kids,80
142759,6Te49r3A6f5BiIgBRxH7FH,4343883.0,"['french hip hop', 'pop urbaine']",Ninho,82
145437,4Kxlr1PRlDKEB0ekOCyHgX,4342889.0,"['k-pop', 'k-pop boy group']",BIGBANG,70
145114,1LZEQNv7sE11VDY3SdxQeN,4329453.0,"['disco', 'mellow gold', 'soft rock']",Bee Gees,80
145128,23TFHmajVfBtlRx5MXqgoz,4297398.0,"['italian hip hop', 'italian pop', 'trap italiana']",Sfera Ebbasta,78
145094,6MDME20pz9RveH9rEXvrOM,4293412.0,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit,81
69996,47MpMsUfWtgyIIBEFOr4FE,4287158.0,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",Lunay,83
976977,3b8QkneNDz4JHKKKlLgYZg,4273292.0,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Florida Georgia Line,83
146887,16oZKvXb6WkQlVAjwo2Wbg,4235709.0,"['folk-pop', 'modern rock', 'pop', 'stomp and holler']",The Lumineers,80
142159,6tw6EpC9RgmSRZiZg0n22t,4231683.0,"['brazilian rock', 'mpb', 'rock brasiliense', 'rock nacional brasileiro']",Legião Urbana,71
142850,6wPhSqRtPu1UhRCDX5yaDJ,4223696.0,"['dance pop', 'girl group', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",The Pussycat Dolls,74
145092,3IYUhFvPQItj6xySrBmZkd,4202342.0,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",Creedence Clearwater Revival,81
147731,4GvEc3ANtPPjt1ZJllr5Zl,4186346.0,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Bazzi,80
143028,6PAt558ZEZl0DmdXlnjMgD,4177030.0,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",Eric Clapton,77
142385,2d0hyoQ5ynDBnkvAbJKORj,4176893.0,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']",Rage Against The Machine,75
145084,5C4PDR4LnhZTbVnKWXuDKD,4160248.0,"['colombian pop', 'latin', 'latin pop']",Morat,81
147762,0u2FHSq3ln94y5Q57xazwf,4156674.0,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",Keith Urban,78
145026,5JZ7CnR6gTvEMKX4g70Amv,4154949.0,"['electropop', 'pop', 'post-teen pop']",Lauv,84
142332,5NGO30tJxFlKixkPSgXcFE,4127991.0,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",The Police,79
145070,1gPhS1zisyXr5dHTYZyiMe,4100694.0,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']",Kevin Gates,82
142839,5LfGQac0EIXyAN8aUwmNAQ,4094036.0,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']",The Offspring,79
146860,2rhFzFmezpnW82MNqEKVry,4087652.0,"['miami hip hop', 'rap', 'underground hip hop']",Ski Mask The Slump God,81
142683,4x1nvY2FN8jxqAFA0DA02H,4085371.0,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",John Lennon,74
144156,2cFrymmkijnjDg9SS92EPM,4084767.0,"['electropop', 'pop', 'pop rap']",blackbear,87
145108,6sq1yF0OZEWA4xoXVKW1L9,4078032.0,"['latin', 'latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'ranchera', 'regional mexican']",Alejandro Fernández,81
145954,5bSfBBCxY8QAk4Pifveisz,4068717.0,"['banda', 'corrido', 'ranchera', 'regional mexican']",La Arrolladora Banda El Limón De Rene Camacho,78
143827,6PXS4YHDkKvl1wkIl4V8DL,4054560.0,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Fetty Wap,77
144567,4zCH9qm4R2DADamUHMCa6O,4039449.0,"['desi hip hop', 'filmi', 'tamil hip hop']",Anirudh Ravichander,77
145944,4NJhFmfw43RLBLjQvxDuRS,4019581.0,"['classical', 'classical era']",Wolfgang Amadeus Mozart,79
148899,0NsJZ5PMjqghGDuMzY7CuT,3993150.0,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",Marcos & Belutti,70
145934,4WZGDpNwrC0vNQyl9QzF7d,3980041.0,['german hip hop'],Capital Bra,79
145136,3koiLjNrgRTNbOwViDipeA,3967998.0,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",Marvin Gaye,78
69941,5ZfBThYiIIhL7jHMG8gDB2,3966811.0,['pagode'],Ferrugem,74
797963,181bsRPaVXVlUKXrxwZfHK,3963838.0,"['houston rap', 'pop', 'pop rap', 'trap queen']",Megan Thee Stallion,88
144545,1z7b1Pr1rSlvWRzsW3HOrS,3963793.0,"['hawaiian hip hop', 'pop rap', 'rap']",Russ,82
143255,1bAftSH8umNcGZ0uyV7LMg,3960273.0,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']",Duki,82
146890,3eqjTLE0HfPfh78zjh6TqT,3955181.0,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",Bruce Springsteen,80
143835,165ZgPlLkK7bf5bDoFc6Sb,3931967.0,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'wrestling']",Limp Bizkit,76
143044,67ea9eGLXYMsO2eYQRui3w,3907800.0,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock']",The Who,74
143257,6vXTefBL93Dj5IqAWq6OTv,3901095.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",French Montana,81
146040,7f4ignuCJhLXfZ9giKT7rH,3892609.0,"['k-pop', 'k-pop boy group']",NCT 127,76
142256,2cnMpRsOVqtPMfq7YiFE6K,3876514.0,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",Van Halen,76
126517,3CDoRporvSjdzTrm99a3gi,3872123.0,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",LUDMILLA,78
144582,3NH8t45zOTqzlZgBvZRjvB,3848727.0,"['french hip hop', 'pop urbaine']",PNL,76
143846,2oSONSC9zQ4UonDKnLqksx,3829676.0,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Atif Aslam,74
144185,2wOqMjp9TyABvtHdOSOTUS,3823575.0,"['classical', 'classical era', 'early romantic era', 'german romanticism']",Ludwig van Beethoven,76
