"","explicit","mean(popularity)","mean(duration_ms)","mean(danceability)","mean(energy)","mean(mode)","mean(acousticness)","mean(instrumentalness)","mean(tempo)"
"1",0,26.7378325311153,230510.126606591,0.558253194813255,0.535413278313006,0.66406711167624,0.460965118319087,0.117293611544467,118.431346502906
"2",1,45.6844262295082,220184.416254253,0.679789000154655,0.686413760648005,0.544540674296319,0.207805189690303,0.0295454374246056,119.261067158985
